car_id,make,model,year,price_per_day,mileage,availability,location,fuel_type,category,transmission,seats,horsepower,features,image_url,rating,bookings_count,predicted_price
732,Toyota,911,2024,181.32,132674,True,Atlanta,Diesel,Sports,Automatic,4,178,"Bluetooth, Leather, Autopilot, Sunroof",https://placekitten.com/600/400,4.9,56,154.71021719442638
733,Ford,911,2019,101.4,113469,False,Chicago,Hybrid,Sports,Automatic,7,195,"GPS, Bluetooth, Leather, Backup Cam, Sunroof",https://placekitten.com/600/400,4.3,149,107.60952441441712
734,Ford,Camry,2023,240.58,99694,False,Denver,Electric,Sedan,Automatic,5,389,"Sunroof, Bluetooth, Backup Cam",https://placekitten.com/600/400,3.8,132,179.13886547386906
735,Audi,Ram 1500,2018,60.86,112683,True,Denver,Gas,Truck,Automatic,7,341,"Leather, Sunroof",https://picsum.photos/600/400,5.0,258,70.2551618131458
736,Hyundai,Silverado,2022,156.46,22592,False,Atlanta,Gas,Truck,Automatic,7,231,"Leather, Sunroof",https://dummyimage.com/600x400,4.4,97,167.5513903147517
737,Chevrolet,Accord,2025,129.28,44899,True,Los Angeles,Electric,Sedan,Manual,5,420,"AC, Sunroof, Leather, Bluetooth, Autopilot",https://picsum.photos/600/400,4.4,199,134.2449286078147
738,Toyota,Civic,2023,123.97,72856,False,Atlanta,Hybrid,Sedan,Manual,7,490,"Autopilot, Leather, Bluetooth",https://picsum.photos/600/400,4.8,295,142.2436301919588
739,Tesla,CR-V,2021,97.87,31449,True,Atlanta,Gas,SUV,Automatic,7,328,"Bluetooth, Autopilot",https://placekitten.com/600/400,4.9,106,122.31999758193287
740,BMW,CR-V,2024,248.02,66074,False,Miami,Hybrid,SUV,Automatic,4,599,"AC, Sunroof, Autopilot, Backup Cam, Bluetooth",https://placekitten.com/600/400,4.8,106,285.7576095288695
741,Toyota,Challenger,2025,117.82,58905,False,Atlanta,Gas,Sports,Automatic,4,409,"GPS, Autopilot",https://picsum.photos/600/400,3.7,250,85.28622970967582
742,Mercedes,Silverado,2021,76.27,28800,False,Dallas,Diesel,Truck,Manual,7,207,"AC, Autopilot, Sunroof, Leather, GPS",https://dummyimage.com/600x400,4.9,51,61.63099971206021
743,Mercedes,Silverado,2019,125.51,83825,True,Los Angeles,Diesel,Truck,Manual,4,290,"AC, GPS, Backup Cam, Leather",https://picsum.photos/600/400,4.3,65,113.74685304701231
744,Ford,Model Y,2018,43.46,60004,False,Seattle,Hybrid,SUV,Manual,4,364,"GPS, Leather, Autopilot",https://dummyimage.com/600x400,4.6,92,43.63008755632442
745,Honda,F-150,2018,139.46,85233,True,Dallas,Hybrid,Truck,Manual,4,551,"Bluetooth, AC",https://picsum.photos/600/400,4.8,17,150.2889090491936
746,Chevrolet,RAV4,2024,197.75,142679,True,Los Angeles,Gas,SUV,Manual,4,197,"AC, Autopilot, Sunroof, Leather, GPS",https://placekitten.com/600/400,4.8,274,176.22262414233532
747,Ford,911,2018,98.51,128073,False,Seattle,Electric,Sports,Manual,7,426,"Leather, Backup Cam, AC, Sunroof",https://dummyimage.com/600x400,4.2,292,101.26975909529554
748,Ford,CR-V,2020,207.2,42380,True,Los Angeles,Gas,SUV,Manual,5,464,"GPS, Autopilot",https://placekitten.com/600/400,3.9,154,183.7226984624587
749,Nissan,Ram 1500,2022,197.18,39526,True,Dallas,Electric,Truck,Automatic,7,559,"Backup Cam, AC, GPS, Leather, Autopilot",https://picsum.photos/600/400,3.7,17,179.09313794090716
750,Ford,Model Y,2023,32.58,131032,True,Dallas,Electric,SUV,Manual,5,259,"Leather, Bluetooth, Autopilot, Sunroof, AC",https://picsum.photos/600/400,4.6,263,25.705647219702737
751,Mercedes,F-150,2022,105.02,132757,False,Denver,Gas,Truck,Manual,7,284,"Autopilot, Bluetooth",https://dummyimage.com/600x400,4.1,13,90.47630667401492
752,Honda,CR-V,2025,212.62,36530,True,Seattle,Electric,SUV,Manual,5,381,"Leather, AC, Autopilot, GPS, Sunroof",https://picsum.photos/600/400,4.7,261,169.51072287307827
753,Ford,CR-V,2018,73.71,97782,True,Chicago,Gas,SUV,Manual,7,267,"Bluetooth, GPS, AC",https://picsum.photos/600/400,4.5,115,62.920257378456114
754,Hyundai,X5,2024,218.82,77986,True,Boston,Hybrid,SUV,Manual,7,365,"Sunroof, Bluetooth, GPS, Backup Cam, AC",https://picsum.photos/600/400,3.6,284,253.40368469005912
755,Tesla,Ram 1500,2019,43.03,112577,True,Denver,Electric,Truck,Automatic,5,552,"Backup Cam, Sunroof, Autopilot",https://dummyimage.com/600x400,4.4,127,36.90210487203423
756,Honda,F-150,2022,60.9,110235,True,Atlanta,Electric,Truck,Automatic,5,222,"Autopilot, Bluetooth, AC, Leather",https://placekitten.com/600/400,4.3,268,84.94681016228957
757,Audi,Corolla,2021,175.29,83334,False,Phoenix,Diesel,Sedan,Automatic,4,600,"Bluetooth, AC, Sunroof, Autopilot",https://dummyimage.com/600x400,3.7,238,188.26105422681164
758,Audi,Mustang,2025,196.86,63886,True,Los Angeles,Hybrid,Sports,Automatic,7,403,"Sunroof, AC, Backup Cam, Bluetooth, Autopilot",https://dummyimage.com/600x400,4.6,128,202.31802589658594
759,Chevrolet,Ram 1500,2022,246.28,26782,True,Denver,Electric,Truck,Manual,4,452,"Backup Cam, Bluetooth, AC, Sunroof, Autopilot",https://placekitten.com/600/400,4.4,289,214.5705468845456
760,Audi,911,2024,39.26,33258,True,Los Angeles,Gas,Sports,Automatic,4,334,"Autopilot, Sunroof, AC, Bluetooth, Backup Cam",https://placekitten.com/600/400,4.7,235,43.384124879839554
761,Chevrolet,Corolla,2018,77.53,52379,True,Dallas,Gas,Sedan,Manual,5,560,"Backup Cam, Sunroof",https://picsum.photos/600/400,4.8,129,70.8356198997678
762,Mercedes,Silverado,2021,90.86,17530,True,Seattle,Electric,Truck,Automatic,7,544,"Backup Cam, Sunroof, Bluetooth, GPS",https://picsum.photos/600/400,4.8,45,92.52287176380163
763,Mercedes,Ram 1500,2021,99.64,85172,True,Los Angeles,Diesel,Truck,Manual,7,404,"Autopilot, Sunroof, GPS",https://dummyimage.com/600x400,3.9,248,137.90302350896542
764,Mercedes,Silverado,2023,196.05,49182,True,Los Angeles,Electric,Truck,Manual,7,508,"Autopilot, Leather, Backup Cam, GPS",https://placekitten.com/600/400,4.1,38,193.22511849884737
765,Honda,RAV4,2024,217.49,43211,False,Phoenix,Hybrid,SUV,Manual,4,347,"Autopilot, Backup Cam",https://picsum.photos/600/400,4.7,150,254.98331836008074
766,Mercedes,Civic,2025,211.75,69462,True,Seattle,Gas,Sedan,Manual,4,576,"GPS, Autopilot, Sunroof",https://placekitten.com/600/400,4.5,110,189.41535879693902
767,Toyota,Explorer,2021,242.21,131687,False,Boston,Electric,SUV,Manual,4,584,"Backup Cam, Leather, Sunroof, Bluetooth, Autopilot",https://dummyimage.com/600x400,4.7,186,240.93881565750965
768,Chevrolet,Silverado,2023,228.01,66526,True,Dallas,Gas,Truck,Automatic,5,590,"Autopilot, Leather, Backup Cam",https://picsum.photos/600/400,3.7,259,288.57403793968786
769,Hyundai,Challenger,2019,207.6,64722,False,Phoenix,Electric,Sports,Manual,5,444,"Sunroof, Leather",https://picsum.photos/600/400,4.2,223,188.0762458204889
770,Ford,Camry,2025,152.98,20085,False,Denver,Electric,Sedan,Automatic,7,331,"Backup Cam, Bluetooth",https://placekitten.com/600/400,4.4,14,194.57025706035552
771,Chevrolet,911,2020,246.97,61414,True,Seattle,Hybrid,Sports,Manual,4,441,"GPS, Leather, Backup Cam, Bluetooth, AC",https://dummyimage.com/600x400,5.0,27,273.1890243249158
772,Audi,F-150,2019,165.05,143876,True,Chicago,Electric,Truck,Automatic,7,546,"Autopilot, GPS, AC",https://placekitten.com/600/400,4.5,253,151.1247287957977
773,Mercedes,Camry,2019,238.15,106567,False,Boston,Diesel,Sedan,Automatic,5,243,"Bluetooth, Autopilot",https://placekitten.com/600/400,3.8,220,260.7411854584108
774,Nissan,F-150,2020,87.31,57587,True,Los Angeles,Hybrid,Truck,Manual,4,418,"AC, Leather, Autopilot, Backup Cam",https://dummyimage.com/600x400,4.5,48,100.04705934953647
775,Toyota,X5,2018,31.03,105860,True,Atlanta,Hybrid,SUV,Automatic,4,246,"GPS, Leather, Autopilot, Bluetooth, AC",https://placekitten.com/600/400,4.8,79,33.92421446913994
776,Audi,F-150,2025,185.4,51528,True,Denver,Gas,Truck,Automatic,7,556,"Autopilot, Bluetooth",https://picsum.photos/600/400,4.9,55,141.73205053984643
777,Ford,Ram 1500,2020,228.05,135456,True,Chicago,Hybrid,Truck,Manual,7,430,"Autopilot, Sunroof, AC, Leather, GPS",https://placekitten.com/600/400,3.9,72,203.17645505797083
778,Nissan,CR-V,2024,39.15,20367,False,Denver,Gas,SUV,Automatic,7,485,"Leather, Autopilot, Backup Cam, Sunroof",https://dummyimage.com/600x400,4.6,102,37.696446812723785
779,Mercedes,F-150,2025,197.97,81797,False,Boston,Diesel,Truck,Manual,5,192,"AC, Sunroof, Autopilot, Bluetooth, Backup Cam",https://placekitten.com/600/400,4.2,199,195.75966210615957
780,Nissan,Silverado,2018,146.06,15913,True,Los Angeles,Hybrid,Truck,Automatic,7,310,"Leather, AC",https://dummyimage.com/600x400,3.6,155,159.6583049852378
781,Tesla,Challenger,2018,211.22,118719,False,Phoenix,Electric,Sports,Manual,7,507,"GPS, AC",https://dummyimage.com/600x400,4.2,95,216.8501008125683
782,Mercedes,RAV4,2021,138.96,9087,True,Boston,Electric,SUV,Automatic,5,152,"Backup Cam, Bluetooth, GPS",https://placekitten.com/600/400,5.0,116,111.12608218704665
783,Chevrolet,F-150,2020,61.17,69532,True,Seattle,Diesel,Truck,Manual,4,599,"Sunroof, Backup Cam, AC, Autopilot",https://placekitten.com/600/400,4.7,193,64.65850538190521
784,Tesla,Silverado,2022,162.03,108669,True,Denver,Electric,Truck,Automatic,4,476,"AC, GPS",https://picsum.photos/600/400,4.9,250,176.86998124625066
785,Ford,Altima,2023,66.82,72239,False,Boston,Hybrid,Sedan,Manual,5,588,"AC, Autopilot, Sunroof, GPS",https://dummyimage.com/600x400,4.9,284,72.43077965961281
786,Tesla,Mustang,2018,133.17,33663,True,New York,Diesel,Sports,Automatic,4,540,"GPS, Sunroof",https://picsum.photos/600/400,4.4,224,154.75913538331633
787,Nissan,X5,2018,175.83,137020,False,Miami,Electric,SUV,Manual,4,441,"GPS, Bluetooth",https://placekitten.com/600/400,4.8,128,197.8242798651501
788,Mercedes,Model Y,2021,228.34,19792,True,Chicago,Hybrid,SUV,Automatic,4,244,"Bluetooth, Backup Cam, Sunroof",https://picsum.photos/600/400,3.5,225,244.06737689365318
789,Tesla,Altima,2022,152.51,42581,True,Dallas,Gas,Sedan,Automatic,7,183,"Leather, Autopilot, AC, GPS, Bluetooth",https://dummyimage.com/600x400,4.9,189,150.90485410181626
790,Ford,Camry,2021,31.3,5896,True,Boston,Gas,Sedan,Automatic,7,168,"AC, Backup Cam",https://picsum.photos/600/400,4.7,243,23.50178841714242
791,BMW,911,2024,128.93,67303,True,Atlanta,Hybrid,Sports,Manual,7,382,"GPS, Sunroof, Leather, Bluetooth, AC",https://placekitten.com/600/400,3.7,89,137.23860154891463
792,BMW,Mustang,2023,192.8,118177,False,Chicago,Gas,Sports,Manual,5,513,"Sunroof, GPS, Bluetooth",https://placekitten.com/600/400,3.8,207,198.80632791275718
793,Chevrolet,Challenger,2025,127.66,106827,True,Dallas,Hybrid,Sports,Manual,4,520,"GPS, Autopilot, Backup Cam",https://dummyimage.com/600x400,4.4,186,132.8604631534542
794,Hyundai,Challenger,2023,171.68,60971,True,Denver,Gas,Sports,Manual,5,576,"AC, GPS, Backup Cam, Bluetooth, Sunroof",https://placekitten.com/600/400,4.8,196,138.8011706754754
795,Ford,Challenger,2018,182.67,106179,True,Chicago,Hybrid,Sports,Automatic,7,355,"GPS, Sunroof, Bluetooth",https://dummyimage.com/600x400,4.2,66,153.0485102645434
796,Mercedes,911,2018,178.76,22133,True,New York,Gas,Sports,Manual,4,310,"GPS, Backup Cam, Autopilot, Leather",https://dummyimage.com/600x400,4.0,33,206.99924060926847
797,Audi,Silverado,2025,134.52,50932,True,Los Angeles,Electric,Truck,Automatic,4,362,"Leather, Autopilot",https://placekitten.com/600/400,4.1,287,133.72185610548044
798,BMW,911,2021,244.75,43442,False,Los Angeles,Gas,Sports,Automatic,5,392,"Sunroof, GPS, AC, Bluetooth, Backup Cam",https://placekitten.com/600/400,4.4,93,269.7695943522925
799,Toyota,Challenger,2023,224.83,27284,False,Los Angeles,Electric,Sports,Automatic,7,303,"GPS, AC, Autopilot, Bluetooth, Leather",https://dummyimage.com/600x400,4.6,42,225.78502307581172
800,Audi,Silverado,2018,166.81,114507,False,Dallas,Hybrid,Truck,Automatic,7,293,"Sunroof, Bluetooth",https://dummyimage.com/600x400,4.9,26,167.5545432443928
801,BMW,Explorer,2025,249.15,93478,True,Denver,Gas,SUV,Manual,7,166,"Autopilot, Leather, AC",https://placekitten.com/600/400,4.6,9,284.21601153883796
802,Chevrolet,F-150,2025,113.6,14432,True,Seattle,Diesel,Truck,Manual,5,561,"Sunroof, Backup Cam, Bluetooth, GPS, Autopilot",https://placekitten.com/600/400,4.6,282,104.80659783117595
803,Nissan,Explorer,2022,48.33,122931,False,Los Angeles,Hybrid,SUV,Automatic,4,565,"Autopilot, AC, GPS",https://picsum.photos/600/400,3.6,191,49.02682757243365
804,Ford,Altima,2021,201.35,24768,True,New York,Hybrid,Sedan,Automatic,4,448,"Backup Cam, Bluetooth, AC, Leather, Sunroof",https://placekitten.com/600/400,4.6,102,187.38813059288594
805,Ford,Camry,2019,30.85,66099,True,Los Angeles,Diesel,Sedan,Manual,7,421,"Sunroof, GPS, Autopilot",https://picsum.photos/600/400,4.4,95,28.83936870755696
806,BMW,911,2018,127.35,138060,True,Chicago,Electric,Sports,Manual,4,599,"Backup Cam, AC, Autopilot",https://dummyimage.com/600x400,3.8,164,121.44403951144031
807,Ford,Model Y,2022,162.34,137816,True,Miami,Diesel,SUV,Manual,5,526,"Leather, AC, Bluetooth",https://dummyimage.com/600x400,3.9,82,167.74917947305255
808,Toyota,Camry,2025,105.73,20834,True,Boston,Gas,Sedan,Manual,4,531,"Bluetooth, Leather",https://dummyimage.com/600x400,4.7,185,98.1372862347281
809,Audi,Accord,2023,129.17,130946,True,Seattle,Diesel,Sedan,Manual,7,531,"GPS, Leather, Autopilot",https://picsum.photos/600/400,3.6,180,153.50090281104974
810,Nissan,Challenger,2023,233.16,110707,True,Denver,Diesel,Sports,Automatic,4,527,"Sunroof, AC, GPS, Bluetooth, Leather",https://picsum.photos/600/400,5.0,76,201.87200421217506
811,Mercedes,Mustang,2024,204.1,50293,True,Chicago,Electric,Sports,Automatic,4,350,"GPS, Bluetooth, Backup Cam, Autopilot, AC",https://placekitten.com/600/400,4.2,81,198.37892461399997
812,Hyundai,Silverado,2021,71.79,135845,True,Chicago,Diesel,Truck,Automatic,5,204,"Bluetooth, Backup Cam",https://dummyimage.com/600x400,4.2,148,67.05475609897455
813,Tesla,X5,2025,206.8,114142,True,Seattle,Electric,SUV,Manual,7,309,"Leather, AC, Autopilot, GPS, Bluetooth",https://dummyimage.com/600x400,3.9,191,251.68525397265282
814,Mercedes,X5,2025,43.89,122198,True,Miami,Electric,SUV,Manual,7,269,"Backup Cam, Sunroof, Bluetooth, Leather",https://dummyimage.com/600x400,4.4,169,45.18401837116395
815,Ford,Explorer,2021,185.78,67132,False,Miami,Diesel,SUV,Manual,4,310,"Sunroof, GPS",https://picsum.photos/600/400,4.4,41,214.53441178137246
816,Nissan,911,2022,44.72,107125,False,Seattle,Electric,Sports,Manual,4,392,"GPS, Backup Cam, AC",https://dummyimage.com/600x400,4.0,247,34.75486101766799
817,BMW,Explorer,2025,246.76,145590,True,Miami,Gas,SUV,Manual,7,181,"Leather, Autopilot, Bluetooth",https://dummyimage.com/600x400,3.9,192,256.6445985408847
818,Toyota,Challenger,2022,74.93,82621,True,Boston,Gas,Sports,Manual,5,547,"Sunroof, Backup Cam, Autopilot",https://placekitten.com/600/400,4.3,227,84.92900532740963
819,Honda,Silverado,2025,90.71,123838,True,Atlanta,Electric,Truck,Manual,4,213,"Autopilot, Bluetooth",https://picsum.photos/600/400,4.3,188,91.82959710007606
820,Mercedes,Model Y,2018,168.36,89904,True,Dallas,Gas,SUV,Manual,5,439,"Leather, AC",https://placekitten.com/600/400,4.6,67,195.2676413919004
821,Honda,Mustang,2020,63.35,142043,True,Miami,Gas,Sports,Manual,5,323,"Sunroof, Bluetooth",https://placekitten.com/600/400,4.6,252,58.43446650292122
822,Hyundai,Mustang,2024,171.2,108806,True,Phoenix,Gas,Sports,Automatic,5,231,"Autopilot, Bluetooth",https://picsum.photos/600/400,3.8,28,207.3920422639657
823,Toyota,Civic,2025,39.33,62409,False,Chicago,Electric,Sedan,Manual,5,348,"AC, Leather, Bluetooth, Sunroof, Autopilot",https://placekitten.com/600/400,4.5,212,52.89234948029176
824,Toyota,Civic,2018,75.94,133834,True,Los Angeles,Hybrid,Sedan,Automatic,5,258,"Leather, AC, Autopilot",https://picsum.photos/600/400,3.9,284,71.80690595803183
825,Hyundai,Silverado,2020,213.66,72181,True,Dallas,Hybrid,Truck,Manual,4,483,"Sunroof, AC, Autopilot, Leather",https://picsum.photos/600/400,3.8,57,199.38208969162665
826,Chevrolet,Camry,2021,74.03,83278,False,Miami,Hybrid,Sedan,Manual,5,177,"Leather, Bluetooth, GPS",https://placekitten.com/600/400,4.3,158,90.16910792615352
827,Tesla,Civic,2023,75.4,106861,False,Denver,Diesel,Sedan,Automatic,5,395,"Autopilot, Backup Cam, GPS, AC",https://placekitten.com/600/400,4.4,0,93.26496096821437
828,Audi,Camry,2018,238.29,5002,True,Boston,Electric,Sedan,Automatic,4,338,"Backup Cam, GPS, Sunroof",https://picsum.photos/600/400,4.6,190,219.60115261944713
829,BMW,Corolla,2018,95.44,14173,False,Seattle,Electric,Sedan,Manual,5,559,"AC, Backup Cam, Autopilot",https://picsum.photos/600/400,4.8,243,89.42460552645571
830,Toyota,RAV4,2019,189.46,124339,False,Atlanta,Hybrid,SUV,Manual,4,509,"AC, Backup Cam, GPS, Leather, Autopilot",https://placekitten.com/600/400,4.1,193,181.45196320079327
831,Toyota,Corolla,2024,212.7,113114,True,New York,Gas,Sedan,Automatic,5,513,"Backup Cam, Sunroof, GPS, Bluetooth",https://placekitten.com/600/400,3.5,139,169.80530644545138
832,Tesla,Model Y,2018,249.08,16566,False,Boston,Diesel,SUV,Automatic,7,584,"Bluetooth, Autopilot",https://dummyimage.com/600x400,3.6,188,214.75732597545738
833,Nissan,911,2020,112.12,102326,False,Phoenix,Electric,Sports,Manual,7,477,"Sunroof, GPS, Leather, Autopilot",https://picsum.photos/600/400,4.1,177,95.23236058476373
834,Ford,Ram 1500,2025,178.66,111909,True,Boston,Gas,Truck,Manual,4,320,"Backup Cam, Sunroof, Autopilot, GPS",https://placekitten.com/600/400,4.8,175,158.08379305277447
835,Audi,Explorer,2020,217.24,41574,False,Miami,Diesel,SUV,Automatic,5,600,"Leather, Autopilot",https://picsum.photos/600/400,3.6,53,216.10975825961435
836,BMW,Altima,2020,192.74,92791,True,Dallas,Hybrid,Sedan,Manual,7,486,"GPS, Leather, Bluetooth, Sunroof, Backup Cam",https://dummyimage.com/600x400,4.6,54,199.51138213236334
837,Nissan,CR-V,2021,187.56,137254,False,Denver,Electric,SUV,Automatic,7,306,"Autopilot, Sunroof, Bluetooth",https://placekitten.com/600/400,4.7,277,231.18178086483124
838,Tesla,Camry,2018,36.84,36739,True,Los Angeles,Gas,Sedan,Manual,5,210,"Bluetooth, Backup Cam, Sunroof, AC, Autopilot",https://picsum.photos/600/400,4.4,175,31.323095570877445
839,Mercedes,Mustang,2022,124.28,130420,True,Atlanta,Gas,Sports,Manual,4,405,"Bluetooth, AC, Autopilot, Sunroof",https://placekitten.com/600/400,4.8,196,142.62973815240048
840,Chevrolet,Altima,2023,238.81,133531,False,Boston,Gas,Sedan,Manual,4,393,"Leather, AC, Backup Cam, GPS",https://dummyimage.com/600x400,4.6,48,231.14459861657593
841,Chevrolet,911,2023,83.1,128018,True,Seattle,Diesel,Sports,Automatic,7,360,"AC, Backup Cam",https://dummyimage.com/600x400,3.7,14,82.48343485918241
842,Honda,911,2020,131.9,106758,False,Phoenix,Gas,Sports,Manual,7,210,"GPS, Sunroof, Bluetooth, Autopilot, AC",https://placekitten.com/600/400,3.9,169,145.25130365251627
843,Honda,911,2020,243.08,25138,True,Denver,Electric,Sports,Automatic,5,547,"Autopilot, Sunroof, AC",https://dummyimage.com/600x400,4.0,114,202.1433096497955
844,Audi,Silverado,2021,187.04,35432,True,Chicago,Electric,Truck,Automatic,5,404,"Autopilot, Backup Cam, Sunroof, AC",https://dummyimage.com/600x400,4.6,188,197.7688878389397
845,Chevrolet,Corolla,2018,91.36,115691,True,Los Angeles,Hybrid,Sedan,Manual,5,355,"GPS, AC, Backup Cam",https://dummyimage.com/600x400,3.7,292,93.6410610613517
846,Tesla,Model Y,2023,152.62,130273,True,Chicago,Diesel,SUV,Automatic,7,170,"GPS, Autopilot, Bluetooth",https://dummyimage.com/600x400,3.7,200,163.89368678693853
847,Mercedes,Camry,2018,54.81,74700,True,New York,Hybrid,Sedan,Automatic,5,274,"Autopilot, GPS, Backup Cam, Sunroof, Leather",https://picsum.photos/600/400,4.2,50,57.18740000588813
848,Chevrolet,X5,2019,62.14,38280,False,Chicago,Gas,SUV,Manual,7,187,"GPS, Backup Cam, Sunroof",https://placekitten.com/600/400,4.8,185,85.02585260410945
849,BMW,Model Y,2018,195.52,16248,False,Boston,Gas,SUV,Automatic,7,521,"Sunroof, Autopilot, Leather, GPS",https://placekitten.com/600/400,4.6,65,176.81636174187742
850,Audi,911,2024,172.13,46231,True,Phoenix,Hybrid,Sports,Manual,4,371,"Sunroof, AC",https://dummyimage.com/600x400,4.3,74,158.41992412033056
851,Mercedes,Accord,2024,91.78,94517,True,Phoenix,Hybrid,Sedan,Manual,5,411,"Sunroof, Backup Cam, Leather, GPS, Autopilot",https://dummyimage.com/600x400,4.0,250,83.20122437271027
852,Hyundai,Ram 1500,2019,85.35,75310,False,Seattle,Electric,Truck,Manual,5,272,"Bluetooth, Autopilot, GPS",https://picsum.photos/600/400,4.7,265,78.23850418195083
853,BMW,Challenger,2024,177.33,54375,False,Chicago,Hybrid,Sports,Automatic,7,501,"Backup Cam, Leather, Autopilot, Bluetooth",https://picsum.photos/600/400,3.8,236,160.3758211072103
854,Honda,Explorer,2021,75.26,93440,True,Denver,Hybrid,SUV,Automatic,5,397,"Leather, Sunroof, Autopilot, Bluetooth",https://picsum.photos/600/400,3.7,36,88.68280761967317
855,Honda,Silverado,2024,30.72,54526,False,Seattle,Diesel,Truck,Manual,7,448,"Leather, Autopilot, Sunroof, GPS",https://picsum.photos/600/400,3.9,218,37.26568357473725
856,Audi,Mustang,2025,126.18,87088,True,Chicago,Gas,Sports,Manual,4,171,"Bluetooth, AC",https://picsum.photos/600/400,4.3,137,115.37748489820366
857,Honda,Model Y,2021,38.79,20697,True,Dallas,Hybrid,SUV,Manual,5,273,"GPS, Leather, Backup Cam",https://picsum.photos/600/400,4.4,136,33.94693909789304
858,Tesla,F-150,2018,151.82,88025,False,Chicago,Diesel,Truck,Automatic,7,465,"GPS, AC",https://picsum.photos/600/400,4.4,138,162.55554646558758
859,Honda,Mustang,2021,215.98,62926,True,Atlanta,Electric,Sports,Automatic,4,293,"AC, GPS",https://picsum.photos/600/400,4.5,222,198.08963003442938
860,Nissan,Mustang,2021,52.08,26495,True,Denver,Diesel,Sports,Automatic,7,346,"AC, Leather, Bluetooth, GPS, Backup Cam",https://picsum.photos/600/400,4.2,268,57.024463360306044
861,Mercedes,F-150,2025,141.66,106685,False,Atlanta,Electric,Truck,Manual,4,510,"Leather, Backup Cam",https://dummyimage.com/600x400,4.5,86,145.97191127006926
862,Tesla,Mustang,2023,107.72,76864,True,Seattle,Electric,Sports,Manual,7,599,"AC, Backup Cam, Leather, GPS, Bluetooth",https://picsum.photos/600/400,4.5,231,83.22860658987473
863,Chevrolet,Altima,2023,109.09,10372,True,Denver,Diesel,Sedan,Automatic,5,280,"GPS, Bluetooth, Backup Cam, Leather",https://picsum.photos/600/400,4.2,86,134.41260136196448
864,Audi,X5,2021,216.1,104993,True,Miami,Gas,SUV,Automatic,4,465,"Bluetooth, AC",https://picsum.photos/600/400,4.3,130,274.31337477339133
865,Ford,Challenger,2020,218.87,78010,False,Chicago,Electric,Sports,Manual,5,235,"GPS, AC",https://placekitten.com/600/400,4.4,293,198.75184089705235
866,BMW,X5,2025,237.24,49020,True,Miami,Gas,SUV,Automatic,4,287,"Leather, AC, Sunroof",https://picsum.photos/600/400,4.3,188,223.4432522881181
867,Ford,X5,2020,84.04,7292,True,Chicago,Hybrid,SUV,Automatic,7,408,"Sunroof, GPS",https://placekitten.com/600/400,3.8,240,87.64361911547815
868,Ford,CR-V,2023,156.25,78210,True,Denver,Electric,SUV,Automatic,7,277,"Backup Cam, Leather, AC",https://placekitten.com/600/400,3.6,193,164.08883101532092
869,Toyota,Explorer,2025,146.36,133439,True,Boston,Diesel,SUV,Manual,7,416,"Autopilot, Leather, Backup Cam, Sunroof",https://placekitten.com/600/400,4.6,268,160.81768096225935
870,Ford,911,2025,57.77,14546,True,Atlanta,Hybrid,Sports,Manual,4,459,"Sunroof, Autopilot, Bluetooth, Leather, AC",https://placekitten.com/600/400,4.0,101,75.18942743067981
871,Tesla,Corolla,2020,128.99,41659,True,Seattle,Diesel,Sedan,Automatic,4,158,"Sunroof, Bluetooth, Autopilot",https://placekitten.com/600/400,4.1,238,125.56633656883139
872,Tesla,Silverado,2020,121.48,18460,True,Chicago,Gas,Truck,Manual,5,177,"Sunroof, Autopilot, Backup Cam, AC",https://placekitten.com/600/400,4.4,181,106.9334276100203
873,Toyota,Challenger,2019,107.55,55719,True,Phoenix,Electric,Sports,Automatic,4,224,"AC, Autopilot, Leather, GPS",https://dummyimage.com/600x400,4.4,190,85.29813255405563
874,Nissan,Corolla,2023,205.67,125662,True,Dallas,Hybrid,Sedan,Manual,4,560,"Sunroof, Autopilot",https://placekitten.com/600/400,4.2,263,183.12044280277183
875,Hyundai,Altima,2019,249.7,45194,False,Boston,Hybrid,Sedan,Manual,7,519,"GPS, Autopilot, Backup Cam, AC",https://placekitten.com/600/400,4.4,141,248.4592292310119
876,Tesla,Mustang,2018,96.64,39849,True,Atlanta,Electric,Sports,Manual,4,368,"GPS, AC, Backup Cam, Autopilot",https://placekitten.com/600/400,4.8,135,122.65391078955385
877,Honda,Mustang,2025,231.33,48412,False,Denver,Gas,Sports,Automatic,7,385,"Leather, Backup Cam, Bluetooth, Sunroof",https://dummyimage.com/600x400,4.9,132,213.36914672909438
878,Mercedes,Ram 1500,2020,176.91,141327,True,Atlanta,Electric,Truck,Automatic,4,372,"Bluetooth, Autopilot, Leather, Backup Cam, GPS",https://placekitten.com/600/400,5.0,207,182.8485489786656
879,Audi,Accord,2022,53.43,43789,True,Miami,Electric,Sedan,Manual,4,200,"Sunroof, Backup Cam, Autopilot, Leather",https://placekitten.com/600/400,4.3,153,53.29837869942493
880,Tesla,Civic,2025,238.67,22385,False,New York,Diesel,Sedan,Manual,5,228,"Sunroof, AC, Bluetooth, Leather, Backup Cam",https://placekitten.com/600/400,4.0,249,281.2150733860781
881,Chevrolet,911,2021,119.17,66633,True,Atlanta,Electric,Sports,Manual,4,456,"Leather, Sunroof, AC, Autopilot",https://dummyimage.com/600x400,3.6,4,164.34018057870392
